Available_date,Floor,Kitchen_type,Bedrooms,Dressing_room,Bathrooms,Toilets,Office,Professional_space,Small_pet-friendly,Armored_door,Primary_energy_consumption,Energy_class,Reference_number_of_the_EPC_report,CO_emission,Heating_type,Heat_pump,Photovoltaic_solar_panels,Thermic_solar_panels,Common_water_heater,Double_glazing,Type_of_building,Monthly_rental_price,Monthly_costs,Tenement_building,price,space,address,listing_type,Number_of_floors,Number_of_frontages,Outdoor_parking_spaces,Living_area,Living_room_surface,Bedroom_1_surface,Bedroom_2_surface,Furnished,Terrace_surface,Intercom,Visio_phone,Address,Website,External_reference,agency,Construction_year,Building_condition,Terrace_orientation,Caretaker,Elevator,Accessible_for_disabled_people,Secure_access_alarm,Air_conditioning,TV_cable,Swimming_pool,Internet,Available_as_of,Street_frontage_width,Terrace,Shower_rooms,Surroundings_type
October 15 2022 - 12:00 AM,NA,Hyper equipped,NA,NA,1,1,NA,NA,NA,Yes,"143 kWh/m²
kilowatt hour per square meters",C,C,11 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,100
1100 €","€ 150
150€",No,"€1,100 (+ €150)
1100€ + 150€ per month","49 m²
square meters",1210 — Saint-Josse-ten-Noode,Studio for rent,5,NA,NA,"49 m²
square meters",NA,NA,NA,Yes,"6 m²
square meters",Yes,Yes,"Avenue Louise 326 bte 37
1050 - Elsene",http://www.capitalrent.eu,5229901,Capital Rent,2021,As new,NA,NA,Yes,Yes,NA,NA,Yes,No,NA,Immediately,NA,NA,1,Urban
February 1 2023 - 12:00 AM,NA,Hyper equipped,1,NA,1,1,NA,NA,NA,NA,"228 kWh/m²
kilowatt hour per square meters",E,20130918-0000184796-01-0,Not specified,Gas,NA,NA,NA,NA,NA,NA,"€ 925
925 €","€ 200
200€",No,"€925 (+ €200)
925€ + 200€ per month","1 bedroom | 65 m²
square meters",1000 — Brussels City,Ground floor for rent,5,2,NA,"65 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Waterloosesteenweg 631
1050 - Brussel",http://www.dewaele.com,D1050-22224,Dewaele Brussels South,2006,Good,NA,NA,Yes,No,NA,NA,NA,No,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
NA,1,Installed,1,No,NA,1,NA,NA,NA,NA,"236 kWh/m²
kilowatt hour per square meters",E,20230123-0000631890-01-9,Not specified,NA,No,NA,NA,NA,NA,NA,"€ 840
840 €",NA,No,"€840/month
840€ per month","1 bedroom | 80 m²
square meters",1180 — Uccle,Apartment for rent,NA,NA,NA,"80 m²
square meters","30 m²
square meters","11 m²
square meters",NA,No,NA,NA,NA,"Rue des Combattants, 136
1310 - La Hulpe",http://www.dumontgestion.be,NA,Immo Dumont,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,To be defined,NA,NA,NA,NA
November 1 2021 - 12:00 AM,2,USA installed,3,NA,2,2,NA,NA,NA,Yes,"106 kWh/m²
kilowatt hour per square meters",C,Not specified,21 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,250
1250 €","€ 110
110€",No,"€1,250 (+ €110)
1250€ + 110€ per month","3 bedrooms | 114 m²
square meters",1180 — Uccle,Apartment for rent,NA,2,1,"114 m²
square meters","50 m²
square meters","14 m²
square meters","11 m²
square meters",No,"6 m²
square meters",Yes,Yes,"AVENUE BRUGMANN 16
1060 - Bruxelles",NA,5228121,CD Properties,2008,As new,NA,NA,Yes,Yes,Yes,NA,Yes,No,NA,Immediately,NA,NA,2,Isolated
NA,2,NA,2,NA,1,2,Yes,NA,NA,NA,"368 kWh/m²
kilowatt hour per square meters",G,Not specified,Not specified,NA,NA,NA,NA,NA,NA,NA,"€ 1,200
1200 €","€ 60
60€",No,"€1,200 (+ €60)
1200€ + 60€ per month","2 bedrooms | 95 m²
square meters",1150 — WOLUWÉ-SAINT-PIERRE,Duplex for rent,2,NA,NA,"95 m²
square meters","30 m²
square meters",NA,NA,No,NA,NA,NA,"Place Dr. Schweitzer 18
1082 - Berchem-Ste-Agathe",http://www.century21.be/invest,1845 - 10000997,CENTURY 21 Invest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,1,NA
NA,4,Installed,2,NA,1,1,NA,NA,NA,NA,"1 kWh/m²
kilowatt hour per square meters",A,20220808-0000618459-01-8,1 kg CO₂/m²,NA,Yes,Yes,No,NA,No,NA,"€ 1,750
1750 €","€ 50
50€",No,"€1,750 (+ €50)
1750€ + 50€ per month","2 bedrooms | 95 m²
square meters",1040 — Etterbeek,Penthouse for rent,4,3,1,"95 m²
square meters",NA,"14 m²
square meters","10 m²
square meters",No,"16 m²
square meters",Yes,Yes,"Rue de la Concorde 53
1050 - Ixelles",NA,20230104,Agara Properties,2022,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,5,Installed,2,NA,1,NA,Yes,NA,NA,NA,"101 kWh/m²
kilowatt hour per square meters",C,C+,20 kg CO₂/m²,Gas,No,No,No,NA,No,NA,"€ 1,300
1300 €","€ 175
175€",No,"€1,300 (+ €175)
1300€ + 175€ per month","2 bedrooms | 95 m²
square meters",1030 — Schaerbeek,Apartment for rent,NA,4,NA,"95 m²
square meters",NA,"16 m²
square meters","10 m²
square meters",No,"15 m²
square meters",NA,NA,"Chaussée de Helmet 239
1030 - Schaerbeek",http://www.century21.be/action,L135-1,CENTURY 21 Action,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,1,Installed,1,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,No,NA,"€ 1,250
1250 €",NA,No,"€1,250/month
1250€ per month","1 bedroom | 70 m²
square meters",1150 — Woluwé-Saint-Pierre,Apartment for rent,3,2,NA,"70 m²
square meters",NA,NA,NA,Yes,"5 m²
square meters",NA,NA,"Avenue de Busleyden 21
1020 - Laeken",http://www.justimmo.be,JUST - L23/003,Just IMMO,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urban
NA,5,NA,2,NA,2,NA,NA,NA,NA,Yes,"145 kWh/m²
kilowatt hour per square meters",C,Not specified,29 kg CO₂/m²,Gas,No,No,No,No,Yes,NA,"€ 1,450
1450 €","€ 150
150€",No,"€1,450 (+ €150)
1450€ + 150€ per month","2 bedrooms | 125 m²
square meters",1000 — Louise (Bruxelles),Apartment for rent,NA,2,NA,"125 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Rue Archimède 17
1000 - Bruxelles ville",http://era.be/chatelain,NA,ERA Châtelain - Schuman,NA,Just renovated,NA,NA,Yes,No,No,NA,Yes,No,NA,Immediately,NA,NA,NA,NA
April 9 2023 - 12:00 AM,1,Installed,2,No,1,1,No,No,No,No,"323 kWh/m²
kilowatt hour per square meters",F,20180925,642 kg CO₂/m²,Gas,No,No,No,No,No,Town-house,"€ 1,100
1100 €","€ 50
50€",No,"€1,100 (+ €50)
1100€ + 50€ per month","2 bedrooms | 110 m²
square meters",1190 — Forest,Duplex for rent,2,2,NA,"110 m²
square meters","25 m²
square meters","14 m²
square meters","14 m²
square meters",NA,"12 m²
square meters",NA,NA,NA,NA,NA,NA,1925,Good,East,NA,NA,NA,NA,NA,NA,NA,NA,NA,6 m,NA,NA,Urban
January 25 2023 - 12:00 AM,2,Hyper equipped,2,NA,1,2,NA,NA,NA,Yes,"64 kWh/m²
kilowatt hour per square meters",B,Not specified,13 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,795
1795 €","€ 75
75€",No,"€1,795 (+ €75)
1795€ + 75€ per month","2 bedrooms | 140 m²
square meters",1040 — Etterbeek,Apartment for rent,4,2,1,"140 m²
square meters","80 m²
square meters","14 m²
square meters","14 m²
square meters",Yes,NA,Yes,Yes,"Rue Abbé Cuypers (étage 1), 3
1040 - Bruxelles",http://www.colorproperties.be,5229429,Color Properties,2013,As new,NA,NA,Yes,Yes,NA,NA,Yes,No,NA,Immediately,NA,NA,2,Living area (residential, urban or rural)
December 30 2022 - 12:00 AM,3,Installed,1,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,No,NA,"€ 890
890 €",NA,No,"€890/month
890€ per month","1 bedroom | 50 m²
square meters",1180 — Uccle,Apartment for rent,3,2,NA,"50 m²
square meters","20 m²
square meters","15 m²
square meters",NA,No,"20 m²
square meters",NA,NA,"Rue Des Carmélites 88
1180 - Uccle",http://www.immofadan.be,15217JADS,IMMO FADAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,3,Installed,1,NA,NA,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,NA,No,NA,"€ 800
800 €","€ 160
160€",No,"€800 (+ €160)
800€ + 160€ per month","1 bedroom | 60 m²
square meters",Ask for the exact address,Studio for rent,3,2,NA,"60 m²
square meters","40 m²
square meters","10 m²
square meters",NA,Yes,NA,Yes,NA,"Rue Des Carmélites 88
1180 - Uccle",http://www.immofadan.be,15271AF,IMMO FADAN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
February 1 2023 - 12:00 AM,2,Hyper equipped,2,NA,2,1,NA,NA,NA,NA,"170 kWh/m²
kilowatt hour per square meters",D,20130609-0000169990-01-2,36 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,200
1200 €","€ 250
250€",No,"€1,200 (+ €250)
1200€ + 250€ per month","2 bedrooms | 108 m²
square meters",Ask for the exact address,Duplex for rent,3,2,NA,"108 m²
square meters","30 m²
square meters","13 m²
square meters","16 m²
square meters",No,NA,NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5229782,Sorimo - Bruxelles,1991,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,1,NA
February 10 2023 - 12:00 AM,5,Hyper equipped,1,NA,1,2,NA,NA,NA,NA,"151 kWh/m²
kilowatt hour per square meters",C,Not specified,38 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 875
875 €","€ 190
190€",No,"€875 (+ €190)
875€ + 190€ per month","1 bedroom | 68 m²
square meters",1150 — Woluwe-Saint-Pierre,Apartment for rent,7,2,NA,"68 m²
square meters",NA,"14 m²
square meters",NA,Yes,"2 m²
square meters",NA,NA,"Rue Abbé Cuypers (étage 1), 3
1040 - Bruxelles",http://www.colorproperties.be,5229821,Color Properties,2014,As new,NA,NA,Yes,Yes,NA,NA,NA,No,NA,Depending on the tenant,NA,NA,NA,Urban
March 1 2023 - 12:00 AM,1,NA,NA,NA,1,1,NA,NA,NA,Yes,"364 kWh/m²
kilowatt hour per square meters",G,Not specified,57 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 650
650 €","€ 110
110€",No,"€650 (+ €110)
650€ + 110€ per month","45 m²
square meters",1180 — Uccle,Studio for rent,8,2,NA,"45 m²
square meters","28 m²
square meters",NA,NA,Yes,NA,Yes,NA,"Av. du Prince de Ligne, 18
1180 - Uccle",http://www.immodream.com,5221953,Immodream,1965,Good,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Urban
NA,4,NA,1,NA,1,1,NA,NA,NA,NA,Not specified,Not specified,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 825
825 €",NA,No,"€825/month
825€ per month","1 bedroom | 62 m²
square meters",1050 — Ixelles,Apartment for rent,4,2,NA,"62 m²
square meters","28 m²
square meters","14 m²
square meters",NA,NA,"6 m²
square meters",Yes,NA,"Av. du Prince de Ligne, 18
1180 - Uccle",http://www.immodream.com,5228570,Immodream,NA,Good,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
February 1 2023 - 12:00 AM,3,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"253 kWh/m²
kilowatt hour per square meters",E,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,150
1150 €","€ 80
80€",No,"€1,150 (+ €80)
1150€ + 80€ per month","2 bedrooms | 85 m²
square meters",Ask for the exact address,Apartment for rent,4,2,NA,"85 m²
square meters","28 m²
square meters","15 m²
square meters","14 m²
square meters",No,NA,NA,NA,"Val des Seigneurs, 9a
1150 - Woluwe-St-Pierre",http://www.sorimo.be,5229335,Sorimo - Bruxelles,1967,As new,NA,NA,Yes,No,NA,NA,NA,No,NA,Immediately,NA,NA,NA,NA
March 10 2023 - 12:00 AM,1,NA,1,No,NA,1,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 810
810 €","€ 20
20€",No,"€810 (+ €20)
810€ + 20€ per month",1 bedroom,1200 — Woluwe-Saint-Lambert,Apartment for rent,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
March 1 2023 - 12:00 AM,4,Hyper equipped,2,NA,1,2,NA,NA,NA,NA,"116 kWh/m²
kilowatt hour per square meters",C,20111114-0000029621-01-2,25 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,180
1180 €","€ 250
250€",No,"€1,180 (+ €250)
1180€ + 250€ per month","2 bedrooms | 153 m²
square meters",Ask for the exact address,Duplex for rent,5,NA,NA,"153 m²
square meters","42 m²
square meters",NA,NA,No,"3 m²
square meters",NA,Yes,"Avenue Louise 200
1050 - Bruxelles",http://www.trevi.be,240858 - 111115525,TREVI,NA,As new,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
NA,NA,USA hyper equipped,1,NA,1,1,NA,NA,NA,NA,"121 kWh/m²
kilowatt hour per square meters",C,C,24 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 850
850 €","€ 100
100€",No,"€850 (+ €100)
850€ + 100€ per month","1 bedroom | 61 m²
square meters",1000 — Bruxelles,Apartment for rent,3,NA,NA,"61 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Avenue Louise 200
1050 - Bruxelles",http://www.trevi.be,240856 - 111115523,TREVI,2017,Good,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,NA
February 1 2023 - 12:00 AM,2,USA installed,1,No,1,1,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,075
1075 €","€ 15
15€",No,"€1,075 (+ €15)
1075€ + 15€ per month","1 bedroom | 60 m²
square meters",1040 — Etterbeek,Apartment for rent,3,2,NA,"60 m²
square meters",NA,"16 m²
square meters",NA,Yes,"3 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,NA,No,No,No,No,Yes,No,No,No,NA,NA,NA,NA,Urban
NA,3,USA hyper equipped,2,No,NA,1,No,No,Yes,No,"131 kWh/m²
kilowatt hour per square meters",C,20221128-0000627015-01-9,26 kg CO₂/m²,Gas,No,No,No,Yes,Yes,Apartment building,"€ 1,500
1500 €","€ 150
150€",No,"€1,500 (+ €150)
1500€ + 150€ per month","2 bedrooms | 90 m²
square meters",1160 — Auderghem,Penthouse for rent,3,2,NA,"90 m²
square meters",NA,"15 m²
square meters","12 m²
square meters",NA,"25 m²
square meters",Yes,No,NA,NA,NA,NA,NA,As new,West,Yes,Yes,No,No,No,Yes,No,Yes,Immediately,NA,NA,1,Living area (residential, urban or rural)
NA,2,USA semi equipped,4,No,2,2,No,No,No,No,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,750
1750 €","€ 20
20€",No,"€1,750 (+ €20)
1750€ + 20€ per month","4 bedrooms | 137 m²
square meters",Ask for the exact address,Duplex for rent,2,2,NA,"137 m²
square meters","24 m²
square meters","8 m²
square meters","15 m²
square meters",No,"3 m²
square meters",Yes,No,NA,NA,NA,NA,1953,Good,NA,No,No,No,No,No,Yes,No,Yes,Immediately,NA,NA,NA,NA
NA,6,USA hyper equipped,1,No,1,1,No,No,No,No,Not specified,Not specified,Not specified,Not specified,NA,No,No,No,Yes,No,All kind,"€ 1,395
1395 €","€ 100
100€",No,"€1,395 (+ €100)
1395€ + 100€ per month","1 bedroom | 75 m²
square meters",1180 — Uccle,Apartment for rent,NA,1,NA,"75 m²
square meters",NA,NA,NA,NA,"17 m²
square meters",Yes,Yes,NA,NA,NA,NA,2022,As new,NA,No,Yes,Yes,No,No,No,No,No,NA,NA,NA,NA,Urban
February 1 2023 - 12:00 AM,4,Hyper equipped,3,NA,2,2,NA,NA,NA,NA,"116 kWh/m²
kilowatt hour per square meters",C,Not specified,25 kg CO₂/m²,Pellet,NA,NA,NA,NA,Yes,NA,"€ 2,490
2490 €","€ 190
190€",No,"€2,490 (+ €190)
2490€ + 190€ per month","3 bedrooms | 165 m²
square meters",1180 — Uccle,Duplex for rent,7,3,1,"165 m²
square meters","30 m²
square meters","18 m²
square meters","16 m²
square meters",Yes,"12 m²
square meters",NA,NA,"Drève de Limauges 11/B
1470 - Genappe",http://www.place4you.be,5229096,Place 4 You,2017,As new,NA,NA,No,Yes,NA,NA,Yes,Yes,NA,Depending on the tenant,8 m,NA,1,Living area (residential, urban or rural)
February 1 2023 - 12:00 AM,1,USA hyper equipped,3,NA,2,2,NA,NA,NA,Yes,"232 kWh/m²
kilowatt hour per square meters",E,Not specified,49 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 3,000
3000 €","€ 350
350€",No,"€3,000 (+ €350)
3000€ + 350€ per month","3 bedrooms | 195 m²
square meters",1050 — Ixelles,Apartment for rent,6,2,NA,"195 m²
square meters","60 m²
square meters","25 m²
square meters","17 m²
square meters",No,"2 m²
square meters",Yes,NA,"Drève de Limauges 11/B
1470 - Genappe",http://www.place4you.be,5229097,Place 4 You,1930,As new,NA,NA,Yes,Yes,NA,NA,Yes,No,NA,Depending on the tenant,30 m,NA,NA,Living area (residential, urban or rural)
February 1 2023 - 12:00 AM,4,Hyper equipped,2,NA,NA,NA,Yes,NA,NA,Yes,"194 kWh/m²
kilowatt hour per square meters",D,20140205-0000,50 kg CO₂/m²,Fuel oil,NA,NA,NA,NA,Yes,NA,"€ 1,290
1290 €",NA,No,"€1,290/month
1290€ per month","2 bedrooms | 80 m²
square meters",Ask for the exact address,Apartment for rent,6,2,NA,"80 m²
square meters","39 m²
square meters","16 m²
square meters","12 m²
square meters",Yes,"6 m²
square meters",NA,NA,"rue Froissart 37
1040 - Etterbeek",http://www.nadimmo.be,9858 - 235/8651,Nadimmo,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,To be defined,NA,NA,1,NA
NA,10,Hyper equipped,1,NA,1,1,NA,NA,No,Yes,"55 kWh/m²
kilowatt hour per square meters",B,Not specified,11 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,140
1140 €",NA,No,"€1,140/month
1140€ per month","1 bedroom | 70 m²
square meters",Ask for the exact address,Apartment for rent,41,4,NA,"70 m²
square meters","20 m²
square meters",NA,NA,Yes,NA,NA,NA,"Rue de Laeken 91
1000 - Bruxelles",NA,45535 - 182,Espace Immo Brussels CENTRE,2014,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,NA,Immediately,NA,NA,1,NA
February 15 2023 - 12:00 AM,NA,Hyper equipped,1,NA,1,1,NA,NA,NA,Yes,"166 kWh/m²
kilowatt hour per square meters",D,Not specified,49 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 850
850 €","€ 175
175€",No,"€850 (+ €175)
850€ + 175€ per month","1 bedroom | 50 m²
square meters",1040 — Etterbeek,Triplex for rent,3,2,NA,"50 m²
square meters",NA,"10 m²
square meters",NA,Yes,NA,Yes,NA,"Rue Abbé Cuypers (étage 1), 3
1040 - Bruxelles",http://www.colorproperties.be,5229497,Color Properties,1930,As new,NA,NA,No,No,NA,NA,Yes,No,NA,Depending on the tenant,NA,NA,1,Living area (residential, urban or rural)
NA,2,USA hyper equipped,1,No,NA,1,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,No,Yes,All kind,"€ 1,050
1050 €","€ 195
195€",No,"€1,050 (+ €195)
1050€ + 195€ per month",1 bedroom,1150 — Woluwe-Saint-Pierre,Apartment for rent,4,3,NA,NA,NA,NA,NA,NA,"50 m²
square meters",Yes,No,NA,NA,NA,NA,1960,NA,NA,No,Yes,No,No,No,No,No,No,Immediately,NA,NA,1,NA
NA,1,Installed,4,Yes,2,3,No,No,No,Yes,Not specified,Not specified,Not specified,Not specified,Gas,No,No,No,Yes,Yes,Apartment building,"€ 2,950
2950 €","€ 300
300€",No,"€2,950 (+ €300)
2950€ + 300€ per month",4 bedrooms,1050 — Ixelles,Apartment for rent,5,2,1,NA,NA,"220 m²
square meters",NA,NA,"1 m²
square meter",Yes,Yes,NA,NA,NA,NA,NA,As new,NA,No,Yes,Yes,No,Yes,Yes,No,Yes,Immediately,NA,NA,NA,NA
NA,NA,Not installed,4,NA,1,NA,Yes,NA,NA,NA,"575 kWh/m²
kilowatt hour per square meters",G,Not specified,74 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 2,200
2200 €",NA,No,"€2,200/month
2200€ per month","4 bedrooms | 150 m²
square meters",1150 — Woluwé-Saint-Pierre,House for rent,NA,2,1,"150 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Avenue Louise 200
1050 - Bruxelles-Quartier Louise",http://www.trevi.be,240809 - 5095376,Trevi Gestea,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,Yes,1,NA
NA,1,Hyper equipped,2,NA,1,1,NA,NA,NA,Yes,"204 kWh/m²
kilowatt hour per square meters",D,20160720-000034539-01-8,44 kg CO₂/m²,Gas,NA,NA,NA,Yes,Yes,NA,"€ 1,200
1200 €","€ 200
200€",No,"€1,200 (+ €200)
1200€ + 200€ per month","2 bedrooms | 83 m²
square meters",1040 — Etterbeek,Apartment for rent,5,NA,NA,"83 m²
square meters","27 m²
square meters","14 m²
square meters","9 m²
square meters",No,"14 m²
square meters",NA,Yes,"rue du Duc, 22
1150 - Woluwe-St-Pierre",NA,NA,Eurema SA,2006,As new,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
March 1 2023 - 12:00 AM,1,NA,2,NA,2,1,NA,NA,NA,NA,"306 kWh/m²
kilowatt hour per square meters",F,Not specified,42 kg CO₂/m²,NA,NA,NA,NA,NA,NA,NA,"€ 1,790
1790 €",NA,No,"€1,790/month
1790€ per month","2 bedrooms | 135 m²
square meters",1050 — Ixelles,Apartment for rent,5,NA,NA,"135 m²
square meters","48 m²
square meters","17 m²
square meters","15 m²
square meters",No,NA,NA,NA,"Groenlaan 54
1652 - Alsemberg",http://www.charlesimmo.be,426 - 12598718,Charles Immo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
March 1 2023 - 12:00 AM,1,Installed,3,NA,1,1,NA,NA,NA,NA,"178 kWh/m²
kilowatt hour per square meters",D,Not specified,40 kg CO₂/m²,Fuel oil,NA,NA,NA,NA,Yes,NA,"€ 1,350
1350 €","€ 200
200€",No,"€1,350 (+ €200)
1350€ + 200€ per month","3 bedrooms | 120 m²
square meters",1200 — WOLUWÉ-SAINT-LAMBERT,Apartment for rent,6,2,NA,"120 m²
square meters","40 m²
square meters","17 m²
square meters","12 m²
square meters",No,"8 m²
square meters",NA,NA,"Avenue du Roi Chevalier 67
1200 - Woluwé-St-Lambert",NA,103252 - 201578,Grant Properties,1960,NA,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Living area (residential, urban or rural)
NA,6,Hyper equipped,2,NA,1,1,Yes,NA,NA,NA,"202 kWh/m²
kilowatt hour per square meters",D,Not specified,40 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,500
1500 €","€ 250
250€",No,"€1,500 (+ €250)
1500€ + 250€ per month","2 bedrooms | 110 m²
square meters",Ask for the exact address,Apartment for rent,NA,NA,1,"110 m²
square meters","41 m²
square meters","16 m²
square meters","14 m²
square meters",No,NA,NA,Yes,"Rue T. De Cuyper 119/56
1200 - Woluwe-St-Lambert",http://www.greenkey.be,5227580,GREEN KEY,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,Yes,1,NA
February 1 2023 - 12:00 AM,1,Hyper equipped,3,No,NA,2,NA,NA,NA,NA,"86 kWh/m²
kilowatt hour per square meters",B,497453-N-1-5-3-2,Not specified,NA,No,NA,NA,NA,NA,NA,"€ 2,800
2800 €",NA,No,"€2,800/month
2800€ per month","3 bedrooms | 192 m²
square meters",1000 — Bruxelles,Duplex for rent,NA,NA,NA,"192 m²
square meters",NA,NA,NA,No,NA,NA,NA,"Boulevard de la Woluwe 46 bte11
1200 - Woluwe-St-Lambert",http://www.homeinvestbelgium.be,NA,Home Invest Belgium sa,NA,Good,NA,No,Yes,NA,No,NA,NA,No,NA,NA,NA,Yes,1,NA
NA,3,Installed,NA,NA,1,NA,NA,NA,NA,NA,"570 kWh/m²
kilowatt hour per square meters",G,20121022-0000124054-01-1,123 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 650
650 €","€ 25
25€",No,"€650 (+ €25)
650€ + 25€ per month","42 m²
square meters",1150 — Woluwe-St-Pierre,Studio for rent,3,NA,NA,"42 m²
square meters",NA,NA,NA,NA,NA,Yes,NA,"Av. W. Churchill, 246 bte7
1180 - Uccle",NA,NA,Sodefi,NA,Good,NA,NA,NA,NA,NA,NA,Yes,NA,NA,Immediately,NA,Yes,NA,Living area (residential, urban or rural)
NA,1,USA hyper equipped,1,NA,1,1,NA,NA,NA,No,"208 kWh/m²
kilowatt hour per square meters",D,Not specified,Not specified,NA,NA,NA,NA,NA,Yes,NA,"€ 900
900 €","€ 10
10€",No,"€900 (+ €10)
900€ + 10€ per month","1 bedroom | 50 m²
square meters",1060 — Saint-Gilles,Apartment for rent,3,3,NA,"50 m²
square meters","25 m²
square meters",NA,NA,Yes,NA,NA,NA,"Avenue Louise 231
1050 - Ixelles",https://www.jeanvictor.be/,1060852,JEANVICTOR,2008,As new,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Urban
NA,2,Hyper equipped,2,NA,1,1,NA,NA,NA,NA,"222 kWh/m²
kilowatt hour per square meters",E,Not specified,Not specified,Gas,NA,NA,NA,NA,Yes,NA,"€ 1,300
1300 €","€ 50
50€",No,"€1,300 (+ €50)
1300€ + 50€ per month","2 bedrooms | 109 m²
square meters",1150 — Woluwe-St-Pierre,Duplex for rent,3,2,NA,"109 m²
square meters",NA,"14 m²
square meters","10 m²
square meters",No,"10 m²
square meters",Yes,NA,"Avenue de Broqueville 12
1150 - Bruxelles",NA,NA,OwnerSide SRL,NA,As new,North East,NA,NA,NA,NA,NA,NA,NA,NA,Immediately,NA,NA,NA,Urban
April 1 2023 - 12:00 AM,1,Installed,1,NA,NA,1,NA,NA,NA,No,"398 kWh/m²
kilowatt hour per square meters",G,20190203-000056354-01-9,69 kg CO₂/m²,Gas,NA,NA,NA,NA,Yes,NA,"€ 720
720 €","€ 80
80€",No,"€720 (+ €80)
720€ + 80€ per month","1 bedroom | 45 m²
square meters",1050 — IXELLES,Apartment for rent,4,NA,NA,"45 m²
square meters","15 m²
square meters","16 m²
square meters",NA,No,NA,NA,NA,"Rue de Tervaete 35
1040 - Etterbeek",NA,4232,Hermanns Real Estate,NA,Good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Living area (residential, urban or rural)
